region,weight
HexGrid_10659,0.013513513513513514
HexGrid_10660,0.0
HexGrid_10661,0.013513513513513514
HexGrid_10662,0.12162162162162163
HexGrid_10663,0.08108108108108109
HexGrid_10664,0.04054054054054054
HexGrid_10665,0.13513513513513514
HexGrid_10666,0.04054054054054054
HexGrid_10667,0.10810810810810811
HexGrid_10668,0.0
HexGrid_10669,0.013513513513513514
HexGrid_10670,0.05405405405405406
HexGrid_10671,0.05405405405405406
HexGrid_10672,0.08108108108108109
HexGrid_10673,0.013513513513513514
HexGrid_10674,0.0
HexGrid_10675,0.0
HexGrid_10676,0.0
HexGrid_10677,0.0
HexGrid_10678,0.0
HexGrid_10679,0.013513513513513514
HexGrid_10680,0.0
HexGrid_10681,0.013513513513513514
HexGrid_10682,0.013513513513513514
HexGrid_10683,0.013513513513513514
HexGrid_10684,0.02702702702702703
HexGrid_10685,0.0
HexGrid_10686,0.0
HexGrid_10687,0.06756756756756757
HexGrid_10688,0.08108108108108109
HexGrid_10689,0.02702702702702703
HexGrid_10690,0.0
HexGrid_10691,0.02702702702702703
HexGrid_10692,0.04054054054054054
HexGrid_10693,0.08108108108108109
HexGrid_10694,0.06756756756756757
HexGrid_10695,0.08108108108108109
HexGrid_10696,0.06756756756756757
HexGrid_10697,0.0
HexGrid_10698,0.0
HexGrid_10699,0.0
HexGrid_10700,0.0
HexGrid_10701,0.0
HexGrid_10702,0.0
HexGrid_10703,0.0
HexGrid_10704,0.013513513513513514
HexGrid_10705,0.0
HexGrid_10706,0.013513513513513514
HexGrid_10707,0.013513513513513514
HexGrid_10708,0.013513513513513514
HexGrid_10709,0.013513513513513514
HexGrid_10710,0.013513513513513514
HexGrid_10711,0.04054054054054054
HexGrid_10712,0.05405405405405406
HexGrid_10713,0.05405405405405406
HexGrid_10714,0.0
HexGrid_10715,0.0
HexGrid_10716,0.0
HexGrid_10717,0.05405405405405406
HexGrid_10718,0.08108108108108109
HexGrid_10719,0.08108108108108109
HexGrid_10720,0.0945945945945946
HexGrid_10721,0.04054054054054054
HexGrid_10722,0.0
HexGrid_10723,0.0
HexGrid_10724,0.0
HexGrid_10725,0.0
HexGrid_10726,0.0
HexGrid_10727,0.0
HexGrid_10728,0.0
HexGrid_10729,0.0
HexGrid_10730,0.0
HexGrid_10731,0.0
HexGrid_10732,0.0
HexGrid_10733,0.0
HexGrid_10734,0.0
HexGrid_10735,0.0
HexGrid_10736,0.0
HexGrid_10737,0.013513513513513514
HexGrid_10738,0.013513513513513514
HexGrid_10739,0.06756756756756757
HexGrid_10740,0.013513513513513514
HexGrid_10741,0.0
HexGrid_10742,0.0
HexGrid_10743,0.0
HexGrid_10744,0.0
HexGrid_10745,0.0
HexGrid_10746,0.06756756756756757
HexGrid_10747,0.10810810810810811
HexGrid_10748,0.02702702702702703
HexGrid_10749,0.0
HexGrid_10750,0.0
HexGrid_10751,0.0
HexGrid_10752,0.013513513513513514
HexGrid_10753,0.0
HexGrid_10754,0.0
HexGrid_10755,0.0
HexGrid_10756,0.0
HexGrid_10757,0.0
HexGrid_10758,0.0
HexGrid_10759,0.0
HexGrid_10760,0.0
HexGrid_10761,0.0
HexGrid_10762,0.0
HexGrid_10763,0.0
HexGrid_10764,0.0
HexGrid_10765,0.0
HexGrid_10766,0.0
HexGrid_10767,0.0
HexGrid_10768,0.0
HexGrid_10769,0.0
HexGrid_10770,0.0
HexGrid_10771,0.013513513513513514
HexGrid_10772,0.02702702702702703
HexGrid_10773,0.0
HexGrid_10774,0.02702702702702703
HexGrid_10775,0.04054054054054054
HexGrid_10776,0.013513513513513514
HexGrid_10777,0.0
HexGrid_10778,0.0
HexGrid_10779,0.0
HexGrid_10780,0.0
HexGrid_10781,0.0
HexGrid_10782,0.0
HexGrid_10783,0.0
HexGrid_10784,0.0
HexGrid_10785,0.0
HexGrid_10786,0.0
HexGrid_10787,0.0
HexGrid_10788,0.0
HexGrid_10789,0.0
HexGrid_10790,0.0
HexGrid_10791,0.0
HexGrid_10792,0.0
HexGrid_10793,0.013513513513513514
HexGrid_10794,0.0
HexGrid_10795,0.06756756756756757
HexGrid_10796,0.0
HexGrid_10797,0.013513513513513514
HexGrid_10798,0.013513513513513514
HexGrid_10799,0.0
HexGrid_10800,0.0
HexGrid_10801,0.0
HexGrid_10802,0.0
HexGrid_10803,0.0
HexGrid_10804,0.0
HexGrid_10805,0.0
HexGrid_10806,0.0
HexGrid_10807,0.0
HexGrid_10808,0.0
HexGrid_10809,0.013513513513513514
HexGrid_10810,0.0
HexGrid_10811,0.04054054054054054
HexGrid_10812,0.04054054054054054
HexGrid_10813,0.02702702702702703
HexGrid_10814,0.0
HexGrid_10815,0.06756756756756757
HexGrid_10816,0.0945945945945946
HexGrid_10817,0.08108108108108109
HexGrid_10818,0.02702702702702703
HexGrid_10819,0.0
HexGrid_10820,0.0
HexGrid_10821,0.04054054054054054
HexGrid_10822,0.0
HexGrid_10823,0.013513513513513514
HexGrid_10824,0.0
HexGrid_10825,0.0
HexGrid_10826,0.0
HexGrid_10827,0.0
HexGrid_10828,0.0
HexGrid_10829,0.0
HexGrid_10830,0.0
HexGrid_10831,0.0
HexGrid_10832,0.0
HexGrid_10833,0.0
HexGrid_10834,0.0
HexGrid_10835,0.0
HexGrid_10836,0.0
HexGrid_10837,0.05405405405405406
HexGrid_10838,0.06756756756756757
HexGrid_10839,0.04054054054054054
HexGrid_10840,0.0
HexGrid_10841,0.02702702702702703
HexGrid_10842,0.013513513513513514
HexGrid_10843,0.02702702702702703
HexGrid_10844,0.20270270270270271
HexGrid_10845,0.013513513513513514
HexGrid_10846,0.0
HexGrid_10847,0.0
HexGrid_10848,0.013513513513513514
HexGrid_10849,0.04054054054054054
HexGrid_10850,0.0
HexGrid_10851,0.02702702702702703
HexGrid_10852,0.0
HexGrid_10853,0.0
HexGrid_10854,0.0
HexGrid_10855,0.0
HexGrid_10856,0.0
HexGrid_10857,0.0
HexGrid_10858,0.0
HexGrid_10859,0.05405405405405406
HexGrid_10860,0.06756756756756757
HexGrid_10861,0.04054054054054054
HexGrid_10862,0.02702702702702703
HexGrid_10863,0.02702702702702703
HexGrid_10864,0.08108108108108109
HexGrid_10865,0.05405405405405406
HexGrid_10866,0.02702702702702703
HexGrid_10867,0.6621621621621622
HexGrid_10868,0.04054054054054054
HexGrid_10869,0.06756756756756757
HexGrid_10870,0.0
HexGrid_10871,0.013513513513513514
HexGrid_10872,0.02702702702702703
HexGrid_10873,0.02702702702702703
HexGrid_10874,0.04054054054054054
HexGrid_10875,0.08108108108108109
HexGrid_10876,0.02702702702702703
HexGrid_10877,0.0
HexGrid_10878,0.0
HexGrid_10879,0.0
HexGrid_10880,0.0
HexGrid_10881,0.0
HexGrid_10882,0.013513513513513514
HexGrid_10883,0.0
HexGrid_10884,0.02702702702702703
HexGrid_10885,0.0945945945945946
HexGrid_10886,0.05405405405405406
HexGrid_10887,0.0
HexGrid_10888,0.05405405405405406
HexGrid_10889,0.2972972972972973
HexGrid_10890,0.05405405405405406
HexGrid_10891,0.02702702702702703
HexGrid_10892,0.13513513513513514
HexGrid_10893,0.02702702702702703
HexGrid_10894,0.02702702702702703
HexGrid_10895,0.02702702702702703
HexGrid_10896,0.013513513513513514
HexGrid_10897,0.04054054054054054
HexGrid_10898,0.013513513513513514
HexGrid_10899,0.0
HexGrid_10900,0.0
HexGrid_10901,0.0
HexGrid_10902,0.0
HexGrid_10903,0.0
HexGrid_10904,0.0
HexGrid_10905,0.0
HexGrid_10906,0.0
HexGrid_10907,0.0
HexGrid_10908,0.0
HexGrid_10909,0.04054054054054054
HexGrid_10910,0.14864864864864866
HexGrid_10911,0.013513513513513514
HexGrid_10912,0.0
HexGrid_10913,0.0
HexGrid_10914,0.14864864864864866
HexGrid_10915,0.0
HexGrid_10916,0.04054054054054054
HexGrid_10917,0.24324324324324326
HexGrid_10918,0.14864864864864866
HexGrid_10919,0.013513513513513514
HexGrid_10920,0.0
HexGrid_10921,0.08108108108108109
HexGrid_10922,0.013513513513513514
HexGrid_10923,0.02702702702702703
HexGrid_10924,0.013513513513513514
HexGrid_10925,0.0
HexGrid_10926,0.0
HexGrid_10927,0.0
HexGrid_10928,0.0
HexGrid_10929,0.013513513513513514
HexGrid_10930,0.0
HexGrid_10931,0.0
HexGrid_10932,0.0
HexGrid_10933,0.0
HexGrid_10934,0.013513513513513514
HexGrid_10935,0.1891891891891892
HexGrid_10936,0.22972972972972974
HexGrid_10937,0.20270270270270271
HexGrid_10938,0.10810810810810811
HexGrid_10939,0.02702702702702703
HexGrid_10940,0.06756756756756757
HexGrid_10941,0.013513513513513514
HexGrid_10942,0.0
HexGrid_10943,0.0
HexGrid_10944,0.0
HexGrid_10945,0.0
HexGrid_10946,0.0
HexGrid_10947,0.0
HexGrid_10948,0.0
HexGrid_10949,0.0
HexGrid_10950,0.12162162162162163
HexGrid_10951,0.16216216216216217
HexGrid_10952,0.24324324324324326
HexGrid_10953,0.13513513513513514
HexGrid_10954,0.04054054054054054
HexGrid_10955,0.0
HexGrid_10956,0.0
HexGrid_10957,0.0
HexGrid_10958,0.0
HexGrid_10959,0.0
HexGrid_10960,0.0
HexGrid_10961,0.0
HexGrid_10962,0.0
HexGrid_10963,0.0
HexGrid_10964,0.14864864864864866
HexGrid_10965,0.20270270270270271
HexGrid_10966,0.10810810810810811
HexGrid_10967,0.0
HexGrid_10968,0.0
HexGrid_10969,0.0
HexGrid_10970,0.013513513513513514
HexGrid_10971,0.16216216216216217
HexGrid_10972,0.0
HexGrid_10973,0.0
HexGrid_10974,0.0
HexGrid_10975,0.0
HexGrid_10976,0.013513513513513514
HexGrid_10977,0.0
HexGrid_10978,0.02702702702702703
HexGrid_10979,0.0
HexGrid_10980,0.0
HexGrid_10981,0.0
HexGrid_10982,0.013513513513513514
HexGrid_10983,0.013513513513513514
HexGrid_10984,0.0
HexGrid_10985,0.0
HexGrid_10986,0.0
HexGrid_10987,0.0
HexGrid_10988,0.013513513513513514
HexGrid_10989,0.0
HexGrid_10990,0.0
HexGrid_10991,0.0
HexGrid_10992,0.0
HexGrid_10993,0.0
HexGrid_10994,0.0
HexGrid_10995,0.0
HexGrid_10996,0.0
HexGrid_10997,0.0
HexGrid_10998,0.0
HexGrid_10999,0.0
HexGrid_11000,0.0
HexGrid_11001,0.0
HexGrid_11002,0.0
HexGrid_11003,0.0
HexGrid_11004,0.0
HexGrid_11005,0.0
HexGrid_11006,0.0
HexGrid_11007,0.0
HexGrid_11008,0.0
HexGrid_11009,0.0
HexGrid_11010,0.0
HexGrid_11011,0.0
HexGrid_11012,0.0
HexGrid_11013,0.0
HexGrid_11014,0.0
HexGrid_11015,0.0
HexGrid_11016,0.0
HexGrid_11017,0.0
HexGrid_11018,0.0
HexGrid_11019,0.0
HexGrid_11020,0.0
HexGrid_11021,0.0
HexGrid_11022,0.0
HexGrid_11023,0.0
HexGrid_11024,0.0
HexGrid_11025,0.0
HexGrid_11026,0.0
HexGrid_11027,0.0
HexGrid_11028,0.0
HexGrid_11029,0.06756756756756757
HexGrid_11030,0.13513513513513514
